# Last updated: August 2013 by M. Oiestad, MET
LIGHT (draugen)		15
2.00	10.0	10.0	10.0
1.0	24.0	836.0	23.0	120.0	120.0	0.0	0.0
2.0	28.0	836.0	35.0	270.0	270.0	0.0	0.0
3.0	30.0	836.0	43.0	440.0	440.0	0.0	0.0
6.0	32.0	836.0	57.0	980.0	980.0	0.0	0.0
9.0	34.0	836.0	63.0	1400.0	1400.0	0.0	0.0
12.0	35.0	836.0	66.0	1700.0	1700.0	0.0	0.0
24.0	37.0	836.0	69.0	2430.0	2430.0	0.0	0.0
48.0	38.0	836.0	72.0	3280.0	3280.0	0.0	0.0
72.0	39.0	836.0	73.0	3890.0	3890.0	0.0	0.0
96.0	39.0	836.0	73.0	4270.0	4270.0	0.0	0.0
120.0	39.0	836.0	73.0	4570.0	4570.0	0.0	0.0
GJOA VINTER_15	12
2.0  	5.0	15.0	10.0
0.0	0.0	836.0	0.0	270.0	270.0	0.0	0.0
1.0	27.0	836.0	36.0	270.0	270.0	0.0	0.0
2.0	29.0	836.0	50.0	630.0	630.0	0.0	0.0
3.0	30.0	836.0	58.0	990.0	990.0	0.0	0.0
6.0	32.0	836.0	66.0	1680.0	1680.0	0.0	0.0
9.0	33.0	836.0	68.0	2090.0	2090.0	0.0	0.0
12.0	33.0	836.0	69.0	2390.0	2390.0	0.0	0.0
24.0	33.0	836.0	71.0	3230.0	3230.0	0.0	0.0
48.0	33.0	836.0	73.0	4230.0	4230.0	0.0	0.0
72.0	33.0	836.0	73.0	4780.0	4780.0	0.0	0.0
96.0	33.0	836.0	73.0	5260.0	5260.0	0.0	0.0
120.0	33.0	836.0	73.0	5700.0	5700.0	0.0	0.0
GLITNE VINTER	15
2.00	10.0	10.0	10.0
0.00	0.0	864.0	0.0	848.2	848.2	9.0	0.0
0.25	10.9	885.6	1.6	1417.6	1438.6	15.5	0.0
0.50	13.0	889.3	3.4	1707.5	1760.9	16.7	0.0
1.00	15.1	893.0	6.8	2051.0	2180.8	17.9	0.0
2.00	17.0	896.6	12.9	2451.5	2756.2	19.1	0.0
3.00	18.2	898.7	18.2	2720.7	3213.8	19.8	0.0
6.00	20.2	902.3	30.5	3254.5	4319.5	21.0	0.0
9.00	21.4	904.4	38.8	3622.0	5208.7	21.8	0.0
12.00	22.2	906.0	44.4	3908.5	5937.8	22.3	0.0
24.00	24.3	909.6	53.6	4692.3	7811.8	23.5	0.0
48.00	26.2	913.2	55.9	5601.9	9544.5	24.7	0.0
72.00	27.4	915.2	56.0	6192.7	10561.6	25.4	0.0
96.00	28.2	916.7	56.0	6653.5	11348.0	25.9	0.0
120.00	28.8	917.8	56.0	7038.1	12004.0	26.3	0.0
480.00	33.4	926.1	56.0	10661.1	18183.2	29.1	0.0
GLITNE SOMMER	15
2.00	10.0	10.0	10.0
0.00	0.0	864.0	0.0	297.6	297.6	9.0	0.0
0.25	10.9	885.6	2.8	1010.9	1019.5	15.5	0.0
0.50	13.0	889.3	5.9	1316.2	1341.0	16.7	0.0
1.00	15.1	893.0	11.8	1707.1	1775.8	17.9	0.0
2.00	17.0	896.6	22.1	2198.5	2387.8	19.1	0.0
3.00	18.2	898.7	30.7	2548.8	2894.2	19.8	0.0
6.00	20.2	902.3	48.9	3286.3	4272.7	21.0	0.0
9.00	21.4	904.4	59.7	3824.8	5631.0	21.8	0.0
12.00	22.2	906.0	66.0	4261.1	6937.6	22.3	0.0
24.00	24.3	909.6	72.6	5522.3	10362.2	23.5	0.0
48.00	26.2	913.2	72.7	7100.3	13356.4	24.7	0.0
72.00	27.4	915.2	72.7	8185.5	15398.2	25.4	0.0
96.00	28.2	916.7	72.7	9062.9	17049.0	25.9	0.0
120.00	28.8	917.8	72.7	9814.9	18463.8	26.3	0.0
480.00	33.4	926.1	72.7	17689.6	33278.0	29.1	0.0
GOLIAT KOBBE	15
2.00	10.0	10.0	10.0
0.00	0.0	796.0	0.0	24.3	24.3	-39.0	0.0
0.25	19.6	829.9	5.7	137.9	139.5	-16.2	13.0
0.50	23.5	836.3	13.7	211.1	217.6	-11.6	24.8
1.00	27.1	842.2	24.6	311.9	331.1	-7.3	36.1
2.00	30.4	847.6	38.2	446.3	495.3	-3.3	46.7
3.00	32.2	850.6	47.4	543.2	626.0	-1.0	52.7
6.00	35.0	855.3	63.3	743.9	933.8	2.6	62.6
9.00	36.7	858.0	70.5	888.0	1173.1	4.6	68.3
12.00	37.8	859.8	74.0	1003.9	1364.8	6.0	72.3
24.00	40.4	864.2	78.4	1340.0	1897.3	9.4	81.8
48.00	43.0	868.4	81.1	1772.0	2579.8	12.7	91.4
72.00	44.4	870.8	82.6	2077.6	3074.1	14.7	96.9
96.00	45.5	872.5	83.6	2326.1	3482.5	16.0	100.9
120.00	46.3	873.8	84.4	2538.7	3836.6	17.1	104.0
480.00	52.2	883.5	87.9	4837.3	7635.7	25.0	127.7
GOLIAT REALGRUNNEN      	15
2.00	10.0	5.0	5.0
0.00	0.0	857.0	0.0	415.2	415.2	-12.0	0.0
0.25	10.7	866.8	9.1	781.9	797.4	2.3	39.4
0.50	13.5	869.2	17.1	967.4	1006.5	5.0	49.7
1.00	16.3	871.5	30.0	1189.9	1287.5	7.7	60.0
2.00	19.0	873.8	47.1	1455.9	1693.6	10.4	70.4
3.00	20.5	875.1	56.9	1635.9	2016.2	11.9	76.6
6.00	23.2	877.4	67.6	1998.2	2681.2	14.6	87.4
9.00	24.8	878.7	69.5	2245.8	3072.7	16.1	93.9
12.00	25.9	879.7	69.9	2442.3	3354.3	17.3	98.6
24.00	28.6	882.0	70.0	2999.0	4122.5	20.0	110.4
48.00	31.4	884.4	70.0	3698.7	5084.3	22.9	122.9
72.00	33.1	885.8	70.0	4187.1	5755.7	24.6	130.4
96.00	34.2	886.8	70.0	4569.9	6281.9	25.9	135.8
120.00	35.1	887.5	70.0	4894.0	6727.4	26.8	140.1
480.00	41.3	892.8	70.0	7799.1	10720.9	33.4	170.5
GRANE 		15
2.0	10.0	10.0	10.0
0.00	0.0	942.0	0.0	782.3	782.3	-24.0	0.0
0.25	2.7	947.4	0.5	1181.1	1192.2	-18.4	76.8
0.50	3.3	948.3	1.5	1288.8	1329.0	-17.5	80.9
1.00	4.0	949.4	4.9	1431.9	1581.9	-16.4	85.9
2.00	4.9	950.8	14.0	1634.0	2206.9	-15.1	92.2
3.00	5.5	951.7	23.0	1792.2	3016.7	-14.1	96.7
